"time","tank1.h","tank2.h","der(tank1.h)","der(tank2.h)","tank2.Q1","tank2.T","tank1.Qo","tank1.flowConnect.F","tank2.flowConnect.F"
2.118,4.236,0,2,0,0,10000000,0,0,0
2.12,4.24,0,2,0,0,10000000,0,0,0
2.122,4.244,0,2,0,0,10000000,0,0,0
2.124,4.248,0,2,0,0,10000000,0,0,0
2.126,4.252,0,2,0,0,10000000,0,0,0
2.128,4.256,0,2,0,0,10000000,0,0,0
2.13,4.26,0,2,0,0,10000000,0,0,0
2.132,4.264,0,2,0,0,10000000,0,0,0
2.134,4.268,0,2,0,0,10000000,0,0,0
2.136,4.272,0,2,0,0,10000000,0,0,0
2.138,4.276,0,2,0,0,10000000,0,0,0
2.14,4.28,0,2,0,0,10000000,0,0,0
2.142,4.284,0,2,0,0,10000000,0,0,0
2.144,4.288,0,2,0,0,10000000,0,0,0
2.146,4.292,0,2,0,0,10000000,0,0,0
2.148,4.296,0,2,0,0,10000000,0,0,0
2.15,4.3,0,2,0,0,10000000,0,0,0
2.152,4.304,0,2,0,0,10000000,0,0,0
2.154,4.308,0,2,0,0,10000000,0,0,0
2.156,4.312,0,2,0,0,10000000,0,0,0
2.158,4.316,0,2,0,0,10000000,0,0,0
2.16,4.32,0,2,0,0,10000000,0,0,0
2.162,4.324,0,2,0,0,10000000,0,0,0
2.164,4.328,0,2,0,0,10000000,0,0,0
2.166,4.332,0,2,0,0,10000000,0,0,0
2.168,4.336,0,2,0,0,10000000,0,0,0
2.17,4.34,0,2,0,0,10000000,0,0,0
2.172,4.344,0,2,0,0,10000000,0,0,0
2.174,4.348,0,2,0,0,10000000,0,0,0
2.176,4.352,0,2,0,0,10000000,0,0,0
2.178,4.356,0,2,0,0,10000000,0,0,0
2.18,4.36,0,2,0,0,10000000,0,0,0
2.182,4.364,0,2,0,0,10000000,0,0,0
2.184,4.368,0,2,0,0,10000000,0,0,0
2.186,4.372,0,2,0,0,10000000,0,0,0
2.188,4.376,0,2,0,0,10000000,0,0,0
2.19,4.38,0,2,0,0,10000000,0,0,0
2.192,4.384,0,2,0,0,10000000,0,0,0
2.194,4.388,0,2,0,0,10000000,0,0,0
2.196,4.392,0,2,0,0,10000000,0,0,0
2.198,4.396,0,2,0,0,10000000,0,0,0
2.2,4.4,0,2,0,0,10000000,0,0,0
2.202,4.404,0,2,0,0,10000000,0,0,0
2.204,4.408,0,2,0,0,10000000,0,0,0
2.206,4.412,0,2,0,0,10000000,0,0,0
2.208,4.416,0,2,0,0,10000000,0,0,0
2.21,4.42,0,2,0,0,10000000,0,0,0
2.212,4.424,0,2,0,0,10000000,0,0,0
2.214,4.428,0,2,0,0,10000000,0,0,0
2.216,4.432,0,2,0,0,10000000,0,0,0
2.218,4.436,0,2,0,0,10000000,0,0,0
2.22,4.44,0,2,0,0,10000000,0,0,0
2.222,4.444,0,2,0,0,10000000,0,0,0
2.224,4.448,0,2,0,0,10000000,0,0,0
2.226,4.452,0,2,0,0,10000000,0,0,0
2.228,4.456,0,2,0,0,10000000,0,0,0
2.23,4.46,0,2,0,0,10000000,0,0,0
2.232,4.464,0,2,0,0,10000000,0,0,0
2.234,4.468,0,2,0,0,10000000,0,0,0
2.236,4.472,0,2,0,0,10000000,0,0,0
2.238,4.476,0,2,0,0,10000000,0,0,0
2.24,4.48,0,2,0,0,10000000,0,0,0
2.242,4.484,0,2,0,0,10000000,0,0,0
2.244,4.488,0,2,0,0,10000000,0,0,0
2.246,4.492,0,2,0,0,10000000,0,0,0
2.248,4.496,0,2,0,0,10000000,0,0,0
2.25,4.5,0,2,0,0,10000000,0,0,0
2.252,4.504,0,2,0,0,10000000,0,0,0
2.254,4.508,0,2,0,0,10000000,0,0,0
2.256,4.512,0,2,0,0,10000000,0,0,0
2.258,4.516,0,2,0,0,10000000,0,0,0
2.26,4.52,0,2,0,0,10000000,0,0,0
2.262,4.524,0,2,0,0,10000000,0,0,0
2.264,4.528,0,2,0,0,10000000,0,0,0
2.266,4.532,0,2,0,0,10000000,0,0,0
2.268,4.536,0,2,0,0,10000000,0,0,0
2.27,4.54,0,2,0,0,10000000,0,0,0
2.272,4.544,0,2,0,0,10000000,0,0,0
2.274,4.548,0,2,0,0,10000000,0,0,0
2.276,4.552,0,2,0,0,10000000,0,0,0
2.278,4.556,0,2,0,0,10000000,0,0,0
2.28,4.56,0,2,0,0,10000000,0,0,0
2.282,4.564,0,2,0,0,10000000,0,0,0
2.284,4.568,0,2,0,0,10000000,0,0,0
2.286,4.572,0,2,0,0,10000000,0,0,0
2.288,4.576,0,2,0,0,10000000,0,0,0
2.29,4.58,0,2,0,0,10000000,0,0,0
2.292,4.584,0,2,0,0,10000000,0,0,0
2.294,4.588,0,2,0,0,10000000,0,0,0
2.296,4.592,0,2,0,0,10000000,0,0,0
2.298,4.596,0,2,0,0,10000000,0,0,0
2.3,4.6,0,2,0,0,10000000,0,0,0
2.302,4.604,0,2,0,0,10000000,0,0,0
2.304,4.608,0,2,0,0,10000000,0,0,0
2.306,4.612,0,2,0,0,10000000,0,0,0
2.308,4.616,0,2,0,0,10000000,0,0,0
2.31,4.62,0,2,0,0,10000000,0,0,0
2.312,4.624,0,2,0,0,10000000,0,0,0
2.314,4.628,0,2,0,0,10000000,0,0,0
2.316,4.632,0,2,0,0,10000000,0,0,0
2.318,4.636,0,2,0,0,10000000,0,0,0
2.32,4.64,0,2,0,0,10000000,0,0,0
2.322,4.644,0,2,0,0,10000000,0,0,0
2.324,4.648,0,2,0,0,10000000,0,0,0
2.326,4.652,0,2,0,0,10000000,0,0,0
2.328,4.656,0,2,0,0,10000000,0,0,0
2.33,4.66,0,2,0,0,10000000,0,0,0
2.332,4.664,0,2,0,0,10000000,0,0,0
2.334,4.668,0,2,0,0,10000000,0,0,0
2.336,4.672,0,2,0,0,10000000,0,0,0
2.338,4.676,0,2,0,0,10000000,0,0,0
2.34,4.68,0,2,0,0,10000000,0,0,0
2.342,4.684,0,2,0,0,10000000,0,0,0
2.344,4.688,0,2,0,0,10000000,0,0,0
2.346,4.692,0,2,0,0,10000000,0,0,0
2.348,4.696,0,2,0,0,10000000,0,0,0
2.35,4.7,0,2,0,0,10000000,0,0,0
2.352,4.704,0,2,0,0,10000000,0,0,0
2.354,4.708,0,2,0,0,10000000,0,0,0
2.356,4.712,0,2,0,0,10000000,0,0,0
2.358,4.716,0,2,0,0,10000000,0,0,0
2.36,4.72,0,2,0,0,10000000,0,0,0
2.362,4.724,0,2,0,0,10000000,0,0,0
2.364,4.728,0,2,0,0,10000000,0,0,0
2.366,4.732,0,2,0,0,10000000,0,0,0
2.368,4.736,0,2,0,0,10000000,0,0,0
2.37,4.74,0,2,0,0,10000000,0,0,0
2.372,4.744,0,2,0,0,10000000,0,0,0
2.374,4.748,0,2,0,0,10000000,0,0,0
2.376,4.752,0,2,0,0,10000000,0,0,0
2.378,4.756,0,2,0,0,10000000,0,0,0
2.38,4.76,0,2,0,0,10000000,0,0,0
2.382,4.764,0,2,0,0,10000000,0,0,0
2.384,4.768,0,2,0,0,10000000,0,0,0
2.386,4.772,0,2,0,0,10000000,0,0,0
2.388,4.776,0,2,0,0,10000000,0,0,0
2.39,4.78,0,2,0,0,10000000,0,0,0
2.392,4.784,0,2,0,0,10000000,0,0,0
2.394,4.788,0,2,0,0,10000000,0,0,0
2.396,4.792,0,2,0,0,10000000,0,0,0
2.398,4.796,0,2,0,0,10000000,0,0,0
2.4,4.8,0,2,0,0,10000000,0,0,0
2.402,4.804,0,2,0,0,10000000,0,0,0
2.404,4.808,0,2,0,0,10000000,0,0,0
2.406,4.812,0,2,0,0,10000000,0,0,0
2.408,4.816,0,2,0,0,10000000,0,0,0
2.41,4.82,0,2,0,0,10000000,0,0,0
2.412,4.824,0,2,0,0,10000000,0,0,0
2.414,4.828,0,2,0,0,10000000,0,0,0
2.416,4.832,0,2,0,0,10000000,0,0,0
2.418,4.836,0,2,0,0,10000000,0,0,0
2.42,4.84,0,2,0,0,10000000,0,0,0
2.422,4.844,0,2,0,0,10000000,0,0,0
2.424,4.848,0,2,0,0,10000000,0,0,0
2.426,4.852,0,2,0,0,10000000,0,0,0
2.428,4.856,0,2,0,0,10000000,0,0,0
2.43,4.86,0,2,0,0,10000000,0,0,0
2.432,4.864,0,2,0,0,10000000,0,0,0
2.434,4.868,0,2,0,0,10000000,0,0,0
2.436,4.872,0,2,0,0,10000000,0,0,0
2.438,4.876,0,2,0,0,10000000,0,0,0
2.44,4.88,0,2,0,0,10000000,0,0,0
2.442,4.884,0,2,0,0,10000000,0,0,0
2.444,4.888,0,2,0,0,10000000,0,0,0
2.446,4.892,0,2,0,0,10000000,0,0,0
2.448,4.896,0,2,0,0,10000000,0,0,0
2.45,4.9,0,2,0,0,10000000,0,0,0
2.452,4.904,0,2,0,0,10000000,0,0,0
2.454,4.908,0,2,0,0,10000000,0,0,0
2.456,4.912,0,2,0,0,10000000,0,0,0
2.458,4.916,0,2,0,0,10000000,0,0,0
2.46,4.92,0,2,0,0,10000000,0,0,0
2.462,4.924,0,2,0,0,10000000,0,0,0
2.464,4.928,0,2,0,0,10000000,0,0,0
2.466,4.932,0,2,0,0,10000000,0,0,0
2.468,4.936,0,2,0,0,10000000,0,0,0
2.47,4.94,0,2,0,0,10000000,0,0,0
2.472,4.944,0,2,0,0,10000000,0,0,0
2.474,4.948,0,2,0,0,10000000,0,0,0
2.476,4.952,0,2,0,0,10000000,0,0,0
2.478,4.956,0,2,0,0,10000000,0,0,0
2.48,4.96,0,2,0,0,10000000,0,0,0
2.482,4.964,0,2,0,0,10000000,0,0,0
2.484,4.968,0,2,0,0,10000000,0,0,0
2.486,4.972,0,2,0,0,10000000,0,0,0
2.488,4.976,0,2,0,0,10000000,0,0,0
2.49,4.98,0,2,0,0,10000000,0,0,0
2.492,4.984,0,2,0,0,10000000,0,0,0
2.494,4.988,0,2,0,0,10000000,0,0,0
2.496,4.992,0,2,0,0,10000000,0,0,0
2.498,4.996,0,2,0,0,10000000,0,0,0
2.5,5,0,2,0,0,10000000,0,0,0
2.502,5.004,0,2,0,0,10000000,0,0,0
2.504,5.008,0,2,0,0,10000000,0,0,0
2.506,5.012,0,2,0,0,10000000,0,0,0
2.508,5.016,0,2,0,0,10000000,0,0,0
2.51,5.02,0,2,0,0,10000000,0,0,0
2.512,5.024,0,2,0,0,10000000,0,0,0
2.514,5.028,0,2,0,0,10000000,0,0,0
2.516,5.032,0,2,0,0,10000000,0,0,0
2.518,5.036,0,2,0,0,10000000,0,0,0
2.52,5.04,0,2,0,0,10000000,0,0,0
2.522,5.044,0,2,0,0,10000000,0,0,0
2.524,5.048,0,2,0,0,10000000,0,0,0
2.526,5.052,0,2,0,0,10000000,0,0,0
2.528,5.056,0,2,0,0,10000000,0,0,0
2.53,5.06,0,2,0,0,10000000,0,0,0
2.532,5.064,0,2,0,0,10000000,0,0,0
2.534,5.068,0,2,0,0,10000000,0,0,0
2.536,5.072,0,2,0,0,10000000,0,0,0
2.538,5.076,0,2,0,0,10000000,0,0,0
2.54,5.08,0,2,0,0,10000000,0,0,0
2.542,5.084,0,2,0,0,10000000,0,0,0
2.544,5.088,0,2,0,0,10000000,0,0,0
2.546,5.092,0,2,0,0,10000000,0,0,0
2.548,5.096,0,2,0,0,10000000,0,0,0
2.55,5.1,0,2,0,0,10000000,0,0,0
2.552,5.104,0,2,0,0,10000000,0,0,0
2.554,5.108,0,2,0,0,10000000,0,0,0
2.556,5.112,0,2,0,0,10000000,0,0,0
2.558,5.116,0,2,0,0,10000000,0,0,0
2.56,5.12,0,2,0,0,10000000,0,0,0
2.562,5.124,0,2,0,0,10000000,0,0,0
2.564,5.128,0,2,0,0,10000000,0,0,0
2.566,5.132,0,2,0,0,10000000,0,0,0
2.568,5.136,0,2,0,0,10000000,0,0,0
2.57,5.14,0,2,0,0,10000000,0,0,0
2.572,5.144,0,2,0,0,10000000,0,0,0
2.574,5.148,0,2,0,0,10000000,0,0,0
2.576,5.152,0,2,0,0,10000000,0,0,0
2.578,5.156,0,2,0,0,10000000,0,0,0
2.58,5.16,0,2,0,0,10000000,0,0,0
2.582,5.164,0,2,0,0,10000000,0,0,0
2.584,5.168,0,2,0,0,10000000,0,0,0
2.586,5.172,0,2,0,0,10000000,0,0,0
2.588,5.176,0,2,0,0,10000000,0,0,0
2.59,5.18,0,2,0,0,10000000,0,0,0
2.592,5.184,0,2,0,0,10000000,0,0,0
2.594,5.188,0,2,0,0,10000000,0,0,0
2.596,5.192,0,2,0,0,10000000,0,0,0
2.598,5.196,0,2,0,0,10000000,0,0,0
2.6,5.2,0,2,0,0,10000000,0,0,0
2.602,5.204,0,2,0,0,10000000,0,0,0
2.604,5.208,0,2,0,0,10000000,0,0,0
2.606,5.212,0,2,0,0,10000000,0,0,0
2.608,5.216,0,2,0,0,10000000,0,0,0
2.61,5.22,0,2,0,0,10000000,0,0,0
2.612,5.224,0,2,0,0,10000000,0,0,0
2.614,5.228,0,2,0,0,10000000,0,0,0
2.616,5.232,0,2,0,0,10000000,0,0,0
2.618,5.236,0,2,0,0,10000000,0,0,0
2.62,5.24,0,2,0,0,10000000,0,0,0
2.622,5.244,0,2,0,0,10000000,0,0,0
2.624,5.248,0,2,0,0,10000000,0,0,0
2.626,5.252,0,2,0,0,10000000,0,0,0
2.628,5.256,0,2,0,0,10000000,0,0,0
2.63,5.26,0,2,0,0,10000000,0,0,0
2.632,5.264,0,2,0,0,10000000,0,0,0
2.634,5.268,0,2,0,0,10000000,0,0,0
2.636,5.272,0,2,0,0,10000000,0,0,0
2.638,5.276,0,2,0,0,10000000,0,0,0
2.64,5.28,0,2,0,0,10000000,0,0,0
2.642,5.284,0,2,0,0,10000000,0,0,0
2.644,5.288,0,2,0,0,10000000,0,0,0
2.646,5.292,0,2,0,0,10000000,0,0,0
2.648,5.296,0,2,0,0,10000000,0,0,0
2.65,5.3,0,2,0,0,10000000,0,0,0
2.652,5.304,0,2,0,0,10000000,0,0,0
2.654,5.308,0,2,0,0,10000000,0,0,0
2.656,5.312,0,2,0,0,10000000,0,0,0
2.658,5.316,0,2,0,0,10000000,0,0,0
2.66,5.32,0,2,0,0,10000000,0,0,0
2.662,5.324,0,2,0,0,10000000,0,0,0
2.664,5.328,0,2,0,0,10000000,0,0,0
2.666,5.332,0,2,0,0,10000000,0,0,0
2.668,5.336,0,2,0,0,10000000,0,0,0
2.67,5.34,0,2,0,0,10000000,0,0,0
2.672,5.344,0,2,0,0,10000000,0,0,0
2.674,5.348,0,2,0,0,10000000,0,0,0
2.676,5.352,0,2,0,0,10000000,0,0,0
2.678,5.356,0,2,0,0,10000000,0,0,0
2.68,5.36,0,2,0,0,10000000,0,0,0
2.682,5.364,0,2,0,0,10000000,0,0,0
2.684,5.368,0,2,0,0,10000000,0,0,0
2.686,5.372,0,2,0,0,10000000,0,0,0
2.688,5.376,0,2,0,0,10000000,0,0,0
2.69,5.38,0,2,0,0,10000000,0,0,0
2.692,5.384,0,2,0,0,10000000,0,0,0
2.694,5.388,0,2,0,0,10000000,0,0,0
2.696,5.392,0,2,0,0,10000000,0,0,0
2.698,5.396,0,2,0,0,10000000,0,0,0
2.7,5.4,0,2,0,0,10000000,0,0,0
2.702,5.404,0,2,0,0,10000000,0,0,0
2.704,5.408,0,2,0,0,10000000,0,0,0
2.706,5.412,0,2,0,0,10000000,0,0,0
2.708,5.416,0,2,0,0,10000000,0,0,0
2.71,5.42,0,2,0,0,10000000,0,0,0
2.712,5.424,0,2,0,0,10000000,0,0,0
2.714,5.428,0,2,0,0,10000000,0,0,0
2.716,5.432,0,2,0,0,10000000,0,0,0
2.718,5.436,0,2,0,0,10000000,0,0,0
2.72,5.44,0,2,0,0,10000000,0,0,0
2.722,5.444,0,2,0,0,10000000,0,0,0
2.724,5.448,0,2,0,0,10000000,0,0,0
2.726,5.452,0,2,0,0,10000000,0,0,0
2.728,5.456,0,2,0,0,10000000,0,0,0
2.73,5.46,0,2,0,0,10000000,0,0,0
2.732,5.464,0,2,0,0,10000000,0,0,0
2.734,5.468,0,2,0,0,10000000,0,0,0
2.736,5.472,0,2,0,0,10000000,0,0,0
2.738,5.476,0,2,0,0,10000000,0,0,0
2.74,5.48,0,2,0,0,10000000,0,0,0
2.742,5.484,0,2,0,0,10000000,0,0,0
2.744,5.488,0,2,0,0,10000000,0,0,0
2.746,5.492,0,2,0,0,10000000,0,0,0
2.748,5.496,0,2,0,0,10000000,0,0,0
2.75,5.5,0,2,0,0,10000000,0,0,0
2.752,5.504,0,2,0,0,10000000,0,0,0
2.754,5.508,0,2,0,0,10000000,0,0,0
2.756,5.512,0,2,0,0,10000000,0,0,0
2.758,5.516,0,2,0,0,10000000,0,0,0
2.76,5.52,0,2,0,0,10000000,0,0,0
2.762,5.524,0,2,0,0,10000000,0,0,0
2.764,5.528,0,2,0,0,10000000,0,0,0
2.766,5.532,0,2,0,0,10000000,0,0,0
2.768,5.536,0,2,0,0,10000000,0,0,0
2.77,5.54,0,2,0,0,10000000,0,0,0
2.772,5.544,0,2,0,0,10000000,0,0,0
2.774,5.548,0,2,0,0,10000000,0,0,0
2.776,5.552,0,2,0,0,10000000,0,0,0
2.778,5.556,0,2,0,0,10000000,0,0,0
2.78,5.56,0,2,0,0,10000000,0,0,0
2.782,5.564,0,2,0,0,10000000,0,0,0
2.784,5.568,0,2,0,0,10000000,0,0,0
2.786,5.572,0,2,0,0,10000000,0,0,0
2.788,5.576,0,2,0,0,10000000,0,0,0
2.79,5.58,0,2,0,0,10000000,0,0,0
2.792,5.584,0,2,0,0,10000000,0,0,0
2.794,5.588,0,2,0,0,10000000,0,0,0
2.796,5.592,0,2,0,0,10000000,0,0,0
2.798,5.596,0,2,0,0,10000000,0,0,0
2.8,5.6,0,2,0,0,10000000,0,0,0
2.802,5.604,0,2,0,0,10000000,0,0,0
2.804,5.608,0,2,0,0,10000000,0,0,0
2.806,5.612,0,2,0,0,10000000,0,0,0
2.808,5.616,0,2,0,0,10000000,0,0,0
2.81,5.62,0,2,0,0,10000000,0,0,0
2.812,5.624,0,2,0,0,10000000,0,0,0
2.814,5.628,0,2,0,0,10000000,0,0,0
2.816,5.632,0,2,0,0,10000000,0,0,0
2.818,5.636,0,2,0,0,10000000,0,0,0
2.82,5.64,0,2,0,0,10000000,0,0,0
2.822,5.644,0,2,0,0,10000000,0,0,0
2.824,5.648,0,2,0,0,10000000,0,0,0
2.826,5.652,0,2,0,0,10000000,0,0,0
2.828,5.656,0,2,0,0,10000000,0,0,0
2.83,5.66,0,2,0,0,10000000,0,0,0
2.832,5.664,0,2,0,0,10000000,0,0,0
2.834,5.668,0,2,0,0,10000000,0,0,0
2.836,5.672,0,2,0,0,10000000,0,0,0
2.838,5.676,0,2,0,0,10000000,0,0,0
2.84,5.68,0,2,0,0,10000000,0,0,0
2.842,5.684,0,2,0,0,10000000,0,0,0
2.844,5.688,0,2,0,0,10000000,0,0,0
2.846,5.692,0,2,0,0,10000000,0,0,0
2.848,5.696,0,2,0,0,10000000,0,0,0
2.85,5.7,0,2,0,0,10000000,0,0,0
2.852,5.704,0,2,0,0,10000000,0,0,0
2.854,5.708,0,2,0,0,10000000,0,0,0
2.856,5.712,0,2,0,0,10000000,0,0,0
2.858,5.716,0,2,0,0,10000000,0,0,0
2.86,5.72,0,2,0,0,10000000,0,0,0
2.862,5.724,0,2,0,0,10000000,0,0,0
2.864,5.728,0,2,0,0,10000000,0,0,0
2.866,5.732,0,2,0,0,10000000,0,0,0
2.868,5.736,0,2,0,0,10000000,0,0,0
2.87,5.74,0,2,0,0,10000000,0,0,0
2.872,5.744,0,2,0,0,10000000,0,0,0
2.874,5.748,0,2,0,0,10000000,0,0,0
2.876,5.752,0,2,0,0,10000000,0,0,0
2.878,5.756,0,2,0,0,10000000,0,0,0
2.88,5.76,0,2,0,0,10000000,0,0,0
2.882,5.764,0,2,0,0,10000000,0,0,0
2.884,5.768,0,2,0,0,10000000,0,0,0
2.886,5.772,0,2,0,0,10000000,0,0,0
2.888,5.776,0,2,0,0,10000000,0,0,0
2.89,5.78,0,2,0,0,10000000,0,0,0
2.892,5.784,0,2,0,0,10000000,0,0,0
2.894,5.788,0,2,0,0,10000000,0,0,0
2.896,5.792,0,2,0,0,10000000,0,0,0
2.898,5.796,0,2,0,0,10000000,0,0,0
2.9,5.8,0,2,0,0,10000000,0,0,0
2.902,5.804,0,2,0,0,10000000,0,0,0
2.904,5.808,0,2,0,0,10000000,0,0,0
2.906,5.812,0,2,0,0,10000000,0,0,0
2.908,5.816,0,2,0,0,10000000,0,0,0
2.91,5.82,0,2,0,0,10000000,0,0,0
2.912,5.824,0,2,0,0,10000000,0,0,0
2.914,5.828,0,2,0,0,10000000,0,0,0
2.916,5.832,0,2,0,0,10000000,0,0,0
2.918,5.836,0,2,0,0,10000000,0,0,0
2.92,5.84,0,2,0,0,10000000,0,0,0
2.922,5.844,0,2,0,0,10000000,0,0,0
2.924,5.848,0,2,0,0,10000000,0,0,0
2.926,5.852,0,2,0,0,10000000,0,0,0
2.928,5.856,0,2,0,0,10000000,0,0,0
2.93,5.86,0,2,0,0,10000000,0,0,0
2.932,5.864,0,2,0,0,10000000,0,0,0
2.934,5.868,0,2,0,0,10000000,0,0,0
2.936,5.872,0,2,0,0,10000000,0,0,0
2.938,5.876,0,2,0,0,10000000,0,0,0
2.94,5.88,0,2,0,0,10000000,0,0,0
2.942,5.884,0,2,0,0,10000000,0,0,0
2.944,5.888,0,2,0,0,10000000,0,0,0
2.946,5.892,0,2,0,0,10000000,0,0,0
2.948,5.896,0,2,0,0,10000000,0,0,0
2.95,5.9,0,2,0,0,10000000,0,0,0
2.952,5.904,0,2,0,0,10000000,0,0,0
2.954,5.908,0,2,0,0,10000000,0,0,0
2.956,5.912,0,2,0,0,10000000,0,0,0
2.958,5.916,0,2,0,0,10000000,0,0,0
2.96,5.92,0,2,0,0,10000000,0,0,0
2.962,5.924,0,2,0,0,10000000,0,0,0
2.964,5.928,0,2,0,0,10000000,0,0,0
2.966,5.932,0,2,0,0,10000000,0,0,0
2.968,5.936,0,2,0,0,10000000,0,0,0
2.97,5.94,0,2,0,0,10000000,0,0,0
2.972,5.944,0,2,0,0,10000000,0,0,0
2.974,5.948,0,2,0,0,10000000,0,0,0
2.976,5.952,0,2,0,0,10000000,0,0,0
2.978,5.956,0,2,0,0,10000000,0,0,0
2.98,5.96,0,2,0,0,10000000,0,0,0
2.982,5.964,0,2,0,0,10000000,0,0,0
2.984,5.968,0,2,0,0,10000000,0,0,0
2.986,5.972,0,2,0,0,10000000,0,0,0
2.988,5.976,0,2,0,0,10000000,0,0,0
2.99,5.98,0,2,0,0,10000000,0,0,0
2.992,5.984,0,2,0,0,10000000,0,0,0
2.994,5.988,0,2,0,0,10000000,0,0,0
2.996,5.992,0,2,0,0,10000000,0,0,0
2.998,5.996,0,2,0,0,10000000,0,0,0
3,6,0,2,0,0,10000000,0,0,0
3.002,6.004,0,2,0,0,10000000,0,0,0
3.004,6.008,0,2,0,0,10000000,0,0,0
3.006,6.012,0,2,0,0,10000000,0,0,0
3.008,6.016,0,2,0,0,10000000,0,0,0
3.01,6.02,0,2,0,0,10000000,0,0,0
3.012,6.024,0,2,0,0,10000000,0,0,0
3.014,6.028,0,2,0,0,10000000,0,0,0
3.016,6.032,0,2,0,0,10000000,0,0,0
3.018,6.036,0,2,0,0,10000000,0,0,0
3.02,6.04,0,2,0,0,10000000,0,0,0
3.022,6.044,0,2,0,0,10000000,0,0,0
3.024,6.048,0,2,0,0,10000000,0,0,0
3.026,6.052,0,2,0,0,10000000,0,0,0
3.028,6.056,0,2,0,0,10000000,0,0,0
3.03,6.06,0,2,0,0,10000000,0,0,0
3.032,6.064,0,2,0,0,10000000,0,0,0
3.034,6.068,0,2,0,0,10000000,0,0,0
3.036,6.072,0,2,0,0,10000000,0,0,0
3.038,6.076,0,2,0,0,10000000,0,0,0
3.04,6.08,0,2,0,0,10000000,0,0,0
3.042,6.084,0,2,0,0,10000000,0,0,0
3.044,6.088,0,2,0,0,10000000,0,0,0
3.046,6.092,0,2,0,0,10000000,0,0,0
3.048,6.096,0,2,0,0,10000000,0,0,0
3.05,6.1,0,2,0,0,10000000,0,0,0
3.052,6.104,0,2,0,0,10000000,0,0,0
3.054,6.108,0,2,0,0,10000000,0,0,0
3.056,6.112,0,2,0,0,10000000,0,0,0
3.058,6.116,0,2,0,0,10000000,0,0,0
3.06,6.12,0,2,0,0,10000000,0,0,0
3.062,6.124,0,2,0,0,10000000,0,0,0
3.064,6.128,0,2,0,0,10000000,0,0,0
3.066,6.132,0,2,0,0,10000000,0,0,0
3.068,6.136,0,2,0,0,10000000,0,0,0
3.07,6.14,0,2,0,0,10000000,0,0,0
3.072,6.144,0,2,0,0,10000000,0,0,0
3.074,6.148,0,2,0,0,10000000,0,0,0
3.076,6.152,0,2,0,0,10000000,0,0,0
3.078,6.156,0,2,0,0,10000000,0,0,0
3.08,6.16,0,2,0,0,10000000,0,0,0
3.082,6.164,0,2,0,0,10000000,0,0,0
3.084,6.168,0,2,0,0,10000000,0,0,0
3.086,6.172,0,2,0,0,10000000,0,0,0
3.088,6.176,0,2,0,0,10000000,0,0,0
3.09,6.18,0,2,0,0,10000000,0,0,0
3.092,6.184,0,2,0,0,10000000,0,0,0
3.094,6.188,0,2,0,0,10000000,0,0,0
3.096,6.192,0,2,0,0,10000000,0,0,0
3.098,6.196,0,2,0,0,10000000,0,0,0
3.1,6.2,0,2,0,0,10000000,0,0,0
3.102,6.204,0,2,0,0,10000000,0,0,0
3.104,6.208,0,2,0,0,10000000,0,0,0
3.106,6.212,0,2,0,0,10000000,0,0,0
3.108,6.216,0,2,0,0,10000000,0,0,0
3.11,6.22,0,2,0,0,10000000,0,0,0
3.112,6.224,0,2,0,0,10000000,0,0,0
3.114,6.228,0,2,0,0,10000000,0,0,0
3.116,6.232,0,2,0,0,10000000,0,0,0
3.118,6.236,0,2,0,0,10000000,0,0,0
3.12,6.24,0,2,0,0,10000000,0,0,0
3.122,6.244,0,2,0,0,10000000,0,0,0
3.124,6.248,0,2,0,0,10000000,0,0,0
3.126,6.252,0,2,0,0,10000000,0,0,0
3.128,6.256,0,2,0,0,10000000,0,0,0
3.13,6.26,0,2,0,0,10000000,0,0,0
3.132,6.264,0,2,0,0,10000000,0,0,0
3.134,6.268,0,2,0,0,10000000,0,0,0
3.136,6.272,0,2,0,0,10000000,0,0,0
3.138,6.276,0,2,0,0,10000000,0,0,0
3.14,6.28,0,2,0,0,10000000,0,0,0
3.142,6.284,0,2,0,0,10000000,0,0,0
3.144,6.288,0,2,0,0,10000000,0,0,0
3.146,6.292,0,2,0,0,10000000,0,0,0
3.148,6.296,0,2,0,0,10000000,0,0,0
3.15,6.3,0,2,0,0,10000000,0,0,0
3.152,6.304,0,2,0,0,10000000,0,0,0
3.154,6.308,0,2,0,0,10000000,0,0,0
3.156,6.312,0,2,0,0,10000000,0,0,0
3.158,6.316,0,2,0,0,10000000,0,0,0
3.16,6.32,0,2,0,0,10000000,0,0,0
3.162,6.324,0,2,0,0,10000000,0,0,0
3.164,6.328,0,2,0,0,10000000,0,0,0
3.166,6.332,0,2,0,0,10000000,0,0,0
3.168,6.336,0,2,0,0,10000000,0,0,0
3.17,6.34,0,2,0,0,10000000,0,0,0
3.172,6.344,0,2,0,0,10000000,0,0,0
3.174,6.348,0,2,0,0,10000000,0,0,0
3.176,6.352,0,2,0,0,10000000,0,0,0
3.178,6.356,0,2,0,0,10000000,0,0,0
3.18,6.36,0,2,0,0,10000000,0,0,0
3.182,6.364,0,2,0,0,10000000,0,0,0
3.184,6.368,0,2,0,0,10000000,0,0,0
3.186,6.372,0,2,0,0,10000000,0,0,0
